,EmployerId,Employees,SizeRange,ClientTenure,Industry,ClientStartDate,QuoteDate,Offered,ExistingProducts,NumUniqueProducts,SumPremium
1820,579439432,2,0-9 EE,3209,I12,2009-28-04,2018-02-09,ProductX,"Product3,Product1",2,17952
1821,287563480,256,100-499 EE,4774,I21,2006-30-01,2019-02-25,ProductX,Product1,1,16204
1822,721679,34,10-49 EE,2335,I27,2012-17-12,2019-05-10,ProductX,"Product4,Product3,Product2",3,21313
1823,546233312,176,100-499 EE,2538,I27,2013-08-01,2019-12-21,ProductX,"Product4,Product1",2,21968
1824,603676360,23,10-49 EE,4062,I22,2007-28-10,2018-12-11,ProductX,"Product3,Product1,Product4",3,27396
1825,813517,36,10-49 EE,1483,I09,2014-29-05,2018-06-20,ProductX,"Product4,Product1",2,10243
1826,519933,14,10-49 EE,2337,I22,2013-01-03,2019-07-25,ProductX,"Product2,Product4",2,30426
1827,487997,5,0-9 EE,3109,I21,2010-30-10,2019-05-05,ProductX,"Product4,Product2",2,12351
1828,527025,19,10-49 EE,2559,I22,2011-03-03,2018-03-05,ProductX,"Product2,Product4",2,25327
1829,209845490,49,10-49 EE,792,I27,2015-15-11,2018-01-15,ProductX,"Product4,Product3,Product1",3,29072
1830,600270,33,10-49 EE,29153,I22,2099-18-01,2019-03-26,ProductX,"Product4,Product3,Product2",3,27017
1831,333476733,254,100-499 EE,5700,I27,2003-26-02,2018-10-05,ProductX,Product1,1,10462
1832,783699,62,50-99 EE,5241,I22,2005-18-02,2019-06-26,ProductX,"Product3,Product1",2,7290
1833,562874247,36,10-49 EE,1124,I26,2016-16-05,2019-06-14,ProductX,"Product1,Product4",2,11194
1834,417272369,2,0-9 EE,1552,,2013-14-11,2018-02-13,ProductX,Product1,1,12188
1835,536519,17,10-49 EE,3009,I17,2009-01-11,2018-01-27,ProductX,"Product3,Product4",2,18476
1836,467486,20,10-49 EE,29048,I07,2098-16-10,2019-04-06,ProductX,"Product4,Product2,Product3,Product1",4,21662
1837,696711959,6,0-9 EE,1690,,2015-25-03,2019-11-09,ProductX,"Product2,Product1",2,27354
1838,396960516,35,10-49 EE,7032,,2000-16-08,2019-11-17,ProductX,"Product3,Product4",2,17592
1839,649878214,15,10-49 EE,5473,,2003-30-05,2018-05-24,ProductX,"Product3,Product1,Product2",3,31776
1840,704596592,5,0-9 EE,29565,,2099-17-07,2018-08-06,ProductX,"Product3,Product1",2,19847
1841,399038847,43,10-49 EE,29124,,2099-31-01,2019-05-07,ProductX,"Product2,Product3,Product1",3,22628
1842,756604,52,50-99 EE,2319,I14,2012-13-06,2018-10-19,ProductX,"Product3,Product4",2,6821
1843,572778537,62,50-99 EE,6961,I20,2000-10-09,2019-10-02,ProductX,"Product4,Product2",2,5615
1844,435025,21,10-49 EE,3423,I11,2008-29-12,2018-05-14,ProductX,Product2,1,10279
1845,607620553,15,10-49 EE,4058,I27,2007-15-07,2018-08-24,ProductX,"Product4,Product1,Product2",3,22520
1846,83740757,30,10-49 EE,29470,I27,2099-18-01,2018-05-13,ProductX,"Product4,Product2,Product3,Product1",4,23597
1847,13546645,9,0-9 EE,2817,I27,2012-09-04,2019-12-26,ProductX,"Product3,Product4",2,9989
1848,625704295,40,10-49 EE,4735,I13,2005-13-09,2018-08-31,ProductX,"Product3,Product1,Product2",3,23103
1849,163105476,18,10-49 EE,4234,I27,2006-07-09,2018-04-11,ProductX,Product3,1,6605
1850,620396883,36,10-49 EE,6448,I13,2001-25-06,2019-02-19,ProductX,"Product4,Product3,Product1",3,28586
1851,511867193,36,10-49 EE,5926,,2003-20-06,2019-09-10,ProductX,"Product4,Product3,Product1",3,34200
1852,481313363,34,10-49 EE,4450,I23,2006-06-03,2018-05-12,ProductX,"Product2,Product3,Product4",3,8706
1853,509204497,81,50-99 EE,2337,I20,2013-17-04,2019-09-10,ProductX,"Product2,Product4",2,13892
1854,628973,7,0-9 EE,3217,I27,2010-08-03,2018-12-28,ProductX,"Product3,Product1",2,7309
1855,680834256,24,10-49 EE,6838,,2001-22-01,2019-10-13,ProductX,"Product4,Product1,Product2",3,26063
1856,442473,9,0-9 EE,4225,I15,2007-08-02,2018-09-03,ProductX,"Product3,Product4",2,14116
1857,390049807,92,50-99 EE,4045,I27,2008-12-06,2019-07-10,ProductX,"Product3,Product2",2,6429
1858,669231712,23,10-49 EE,2964,,2011-02-11,2019-12-14,ProductX,"Product3,Product2,Product1,Product4",4,29431
1859,545572419,66,50-99 EE,6743,I23,2001-20-03,2019-09-05,ProductX,"Product3,Product2",2,6968
1860,528420,34,10-49 EE,5816,I12,2003-29-03,2019-03-01,ProductX,"Product2,Product3,Product1",3,25780
1861,485606651,16,10-49 EE,29245,I25,2099-17-06,2019-05-23,ProductX,"Product2,Product1,Product4",3,22404
1862,674059,20,10-49 EE,4982,I11,2004-12-05,2018-01-01,ProductX,"Product3,Product2",2,5049
1863,712998411,12,10-49 EE,6472,,2000-28-12,2018-09-17,ProductX,"Product2,Product3,Product4",3,19086
1864,456660834,119,100-499 EE,5442,I11,2004-15-07,2019-06-09,ProductX,"Product3,Product1",2,9754
1865,732965,44,10-49 EE,3971,I23,2007-19-02,2018-01-03,ProductX,"Product4,Product1",2,8047
1866,302225319,25,10-49 EE,4819,I27,2005-27-04,2018-07-07,ProductX,"Product1,Product4",2,22435
1867,616823744,44,10-49 EE,2103,,2012-11-08,2018-05-15,ProductX,"Product2,Product3,Product4",3,19208
1868,708168870,16,10-49 EE,1184,,2016-19-03,2019-06-16,ProductX,"Product3,Product2",2,14920
1869,561166388,619,500-999 EE,2138,I14,2013-21-10,2019-08-29,ProductX,"Product4,Product1",2,10170
1870,497434347,54,50-99 EE,3353,I20,2009-03-02,2018-04-10,ProductX,"Product3,Product1,Product2",3,32137
1871,771366,101,100-499 EE,5667,I02,2004-02-03,2019-09-07,ProductX,"Product2,Product4",2,12399
1872,534124599,119,100-499 EE,5973,I17,2003-29-05,2019-10-05,ProductX,"Product2,Product4",2,16554
1873,282973511,18,10-49 EE,29223,I11,2098-27-12,2018-12-24,ProductX,"Product2,Product3,Product4",3,27235
1874,289513881,452,100-499 EE,6829,I20,2001-27-03,2019-12-07,ProductX,"Product4,Product2",2,16514
1875,211888684,14,10-49 EE,5227,I07,2004-14-06,2018-10-06,ProductX,"Product2,Product3,Product1",3,25015
1876,729623,421,100-499 EE,3966,I21,2008-29-07,2019-06-08,ProductX,"Product3,Product1,Product4",3,30966
1877,801820,10,10-49 EE,4621,I20,2007-09-01,2019-09-04,ProductX,"Product4,Product2,Product3,Product1",4,24854
1878,390972284,26,10-49 EE,29204,I12,2098-12-02,2018-02-28,ProductX,"Product1,Product2",2,39984
1879,559610,29,10-49 EE,4444,I27,2006-04-02,2018-04-06,ProductX,"Product4,Product2,Product3,Product1",4,25222
1880,622874049,298,100-499 EE,1276,I01,2015-17-11,2019-05-16,ProductX,"Product2,Product3,Product4",3,23002
1881,195781256,23,10-49 EE,2222,I23,2013-05-06,2019-07-06,ProductX,"Product2,Product3,Product4",3,10746
1882,592170292,16,10-49 EE,1654,,2014-18-11,2019-05-30,ProductX,Product2,1,6554
1883,473456701,18,10-49 EE,3676,I27,2009-09-11,2019-12-03,ProductX,"Product2,Product1,Product4",3,17554
1884,661737874,36,10-49 EE,5476,I20,2004-03-04,2019-04-01,ProductX,"Product4,Product1",2,9584
1885,246389651,22,10-49 EE,2165,I25,2013-11-09,2019-08-16,ProductX,"Product1,Product4",2,13359
1886,311661008,6,0-9 EE,5710,I27,2003-23-02,2018-10-12,ProductX,"Product4,Product1,Product2",3,34381
1887,607522444,470,100-499 EE,1190,I20,2015-01-04,2018-07-04,ProductX,Product1,1,7858
1888,106805908,23,10-49 EE,4274,I13,2007-15-05,2019-01-26,ProductX,"Product1,Product4",2,14230
1889,767795,28,10-49 EE,3778,I13,2008-09-08,2018-12-13,ProductX,"Product1,Product4",2,19599
1890,550387591,61,50-99 EE,2467,I01,2012-02-10,2019-07-05,ProductX,"Product3,Product4",2,15119
1891,558121013,227,100-499 EE,1705,I20,2014-01-05,2018-12-31,ProductX,"Product1,Product2",2,13482
1892,337302439,7,0-9 EE,5380,I19,2004-19-01,2018-10-12,ProductX,"Product3,Product4,Product1,Product2",4,32562
1893,596749815,14,10-49 EE,6654,I09,2000-26-01,2018-04-15,ProductX,"Product2,Product1",2,30003
1894,422733319,21,10-49 EE,1256,I26,2015-08-04,2018-09-15,ProductX,"Product4,Product1,Product2",3,13825
1895,633296306,85,50-99 EE,1722,I13,2014-09-04,2018-12-26,ProductX,"Product2,Product3,Product1",3,26621
1896,546906031,37,10-49 EE,2671,I07,2011-26-02,2018-06-20,ProductX,"Product2,Product3,Product1,Product4",4,20735
1897,218267769,32,10-49 EE,5910,I20,2003-04-07,2019-09-08,ProductX,"Product3,Product1",2,15874
1898,633494561,46,10-49 EE,2335,I21,2012-14-05,2018-10-05,ProductX,"Product3,Product1,Product4",3,23585
1899,675931259,39,10-49 EE,5470,,2004-26-08,2019-08-18,ProductX,"Product3,Product4",2,15418
1900,627144638,13,10-49 EE,3582,I25,2008-17-03,2018-01-06,ProductX,"Product3,Product2",2,7582
1901,284232817,3,0-9 EE,2118,I11,2012-26-09,2018-07-15,ProductX,"Product2,Product3,Product4",3,17147
1902,95005132,423,100-499 EE,5947,I18,2003-05-03,2019-06-16,ProductX,"Product3,Product1",2,11410
1903,638153389,18,10-49 EE,29067,,2098-11-04,2018-09-11,ProductX,Product3,1,14262
1904,707802680,171,100-499 EE,5073,,2005-07-04,2019-02-26,ProductX,"Product3,Product4",2,18840
1905,109860264,9,0-9 EE,1514,I25,2014-20-06,2018-08-12,ProductX,"Product3,Product1,Product4",3,30100
1906,470966,4,0-9 EE,3153,I19,2011-30-01,2019-09-18,ProductX,"Product3,Product2",2,13335
1907,434766,9,0-9 EE,29179,I09,2099-05-02,2019-03-18,ProductX,Product2,1,17215
1908,544644942,32,10-49 EE,29051,I20,2098-06-03,2018-08-22,ProductX,"Product2,Product3,Product1",3,20671
1909,279597808,32,10-49 EE,4273,I14,2006-30-10,2018-07-12,ProductX,Product3,1,6779
1910,599402,65,50-99 EE,5860,I01,2002-25-03,2018-04-10,ProductX,"Product1,Product4",2,10623
1911,365592701,45,10-49 EE,2899,I14,2010-18-09,2018-08-26,ProductX,"Product3,Product4",2,9763
1912,76717334,37,10-49 EE,29279,I07,2099-05-02,2018-12-08,ProductX,Product3,1,21513
1913,625999521,13,10-49 EE,2920,,2011-25-08,2019-08-23,ProductX,"Product3,Product4",2,12500
1914,313039711,10,10-49 EE,5571,I23,2004-02-04,2019-07-04,ProductX,Product1,1,13331
1915,56317360,53,50-99 EE,5562,,2002-14-11,2018-02-05,ProductX,Product4,1,14634
1916,515972785,26,10-49 EE,29631,I23,2099-28-02,2018-01-13,ProductX,"Product1,Product4",2,13944
1917,546914790,45,10-49 EE,1157,I23,2016-05-08,2019-10-06,ProductX,Product2,1,14330
1918,737596,5,0-9 EE,3986,I07,2008-12-01,2018-12-11,ProductX,"Product2,Product3,Product4",3,21922
1919,651701519,11,10-49 EE,762,,2016-12-03,2018-04-13,ProductX,"Product4,Product1",2,13563
1920,353144806,4,0-9 EE,5815,I27,2003-20-10,2019-09-21,ProductX,"Product3,Product1",2,28928
1921,673947,12,10-49 EE,2110,I13,2013-21-06,2019-04-01,ProductX,"Product4,Product3,Product1",3,32074
1922,550129,9,0-9 EE,2960,I27,2010-09-07,2018-08-16,ProductX,"Product3,Product1,Product2",3,16266
1923,615838495,42,10-49 EE,5039,I26,2004-25-08,2018-06-12,ProductX,"Product4,Product3,Product1",3,24161
1924,698419223,28,10-49 EE,29210,,2098-13-10,2018-10-23,ProductX,"Product3,Product1,Product4",3,26735
1925,505151962,16,10-49 EE,2148,I19,2012-06-07,2018-05-24,ProductX,"Product3,Product1,Product4",3,22337
1926,83477678,19,10-49 EE,29547,I19,2098-26-11,2018-01-03,ProductX,"Product3,Product1,Product4",3,10667
1927,617665,22,10-49 EE,6339,I11,2001-16-03,2018-07-24,ProductX,"Product3,Product1,Product4",3,14299
1928,616640641,82,50-99 EE,1284,I01,2016-11-01,2019-07-18,ProductX,"Product4,Product1",2,10698
1929,245533410,61,50-99 EE,1892,I24,2013-05-01,2018-03-12,ProductX,"Product1,Product2",2,27198
1930,675930365,81,50-99 EE,3443,,2009-19-09,2019-02-22,ProductX,"Product3,Product1",2,14985
1931,615707728,11,10-49 EE,29181,I27,2098-18-03,2018-04-26,ProductX,"Product1,Product4",2,14264
1932,515348,14,10-49 EE,4715,I20,2005-25-11,2018-10-23,ProductX,"Product3,Product4",2,5921
1933,553994547,214,100-499 EE,2627,I27,2011-23-07,2018-10-01,ProductX,"Product4,Product2,Product1",3,34557
1934,408578644,1002,1000-4999EE,3320,I25,2009-08-11,2018-12-11,ProductX,"Product3,Product4",2,21453
1935,68505605,9,0-9 EE,3188,I20,2009-20-08,2018-05-13,ProductX,"Product4,Product1",2,20065
1936,392618411,314,100-499 EE,5000,I23,2005-26-05,2019-02-02,ProductX,Product4,1,5615
1937,230803076,77,50-99 EE,29387,I12,2099-15-09,2019-04-01,ProductX,"Product3,Product2",2,17520
1938,457678867,7,0-9 EE,4136,I20,2006-26-10,2018-02-21,ProductX,"Product3,Product1,Product4",3,28555
1939,675416974,29,10-49 EE,28552,,2098-04-01,2019-11-03,ProductX,"Product2,Product1,Product4",3,17463
1940,604259,18,10-49 EE,6269,I09,2001-17-01,2018-03-18,ProductX,"Product4,Product3,Product2",3,23697
1941,565825363,14,10-49 EE,881,I09,2015-21-12,2018-05-20,ProductX,Product3,1,22120
1942,790633,17,10-49 EE,3992,I20,2008-25-04,2019-03-31,ProductX,"Product3,Product2",2,24894
1943,380193381,30,10-49 EE,2827,I16,2010-09-05,2018-02-03,ProductX,"Product4,Product3,Product1,Product2",4,18768
1944,480427,45,10-49 EE,2214,I12,2012-15-06,2018-07-08,ProductX,Product1,1,6380
1945,342319048,21,10-49 EE,1892,I23,2013-03-08,2018-10-08,ProductX,"Product2,Product3,Product1",3,14521
1946,511294,91,50-99 EE,3233,I27,2010-05-04,2019-02-10,ProductX,"Product2,Product3,Product1",3,33534
1947,529927,11,10-49 EE,5574,,2002-22-11,2018-02-25,ProductX,"Product2,Product3,Product1",3,32200
1948,680685360,52,50-99 EE,1458,,2015-03-12,2019-11-30,ProductX,"Product4,Product1",2,5543
1949,770123,57,50-99 EE,6890,I27,2000-18-01,2018-11-29,ProductX,"Product4,Product2,Product3,Product1",4,22038
1950,434768,75,50-99 EE,2958,I09,2010-14-12,2019-01-19,ProductX,"Product2,Product3,Product4",3,10860
1951,627041468,25,10-49 EE,6544,I12,2000-13-09,2018-08-14,ProductX,"Product3,Product1,Product2",3,21410
1952,351515182,36,10-49 EE,6032,I23,2002-30-06,2019-01-04,ProductX,"Product2,Product3,Product1,Product4",4,31865
1953,660103,15,10-49 EE,4732,,2005-15-06,2018-05-30,ProductX,"Product2,Product3,Product4",3,25708
1954,96091288,29,10-49 EE,4677,I21,2006-22-08,2019-06-12,ProductX,"Product3,Product1,Product4",3,21059
1955,642155802,15,10-49 EE,28837,,2098-22-08,2019-09-09,ProductX,"Product2,Product3,Product4",3,29890
1956,339568044,78,50-99 EE,5341,I11,2004-14-05,2018-12-28,ProductX,"Product4,Product2,Product3,Product1",4,19535
1957,578292346,50,50-99 EE,1098,I09,2016-23-06,2019-06-26,ProductX,"Product2,Product3,Product1",3,4536
1958,172193200,15,10-49 EE,4551,I27,2006-21-04,2018-10-06,ProductX,"Product4,Product2",2,14597
1959,657074220,57,50-99 EE,29180,,2098-03-02,2018-03-15,ProductX,"Product1,Product4",2,5533
1960,438474,50,50-99 EE,5993,I13,2001-04-11,2018-04-02,ProductX,"Product2,Product3,Product4",3,21286
1961,245813207,246,100-499 EE,4325,I26,2006-25-10,2018-08-28,ProductX,"Product3,Product1,Product4",3,13677
1962,565421428,47,10-49 EE,6734,,2001-09-04,2019-09-16,ProductX,"Product3,Product1,Product4",3,15653
1963,587591713,112,100-499 EE,6048,I27,2003-19-04,2019-11-09,ProductX,"Product4,Product3,Product2",3,26565
1964,654530,12,10-49 EE,28917,I22,2098-13-06,2019-04-12,ProductX,Product2,1,12826
1965,461674090,42,10-49 EE,7052,I11,2000-13-06,2019-10-04,ProductX,"Product2,Product1",2,26479
1966,620519971,22,10-49 EE,4285,I12,2007-15-02,2018-11-09,ProductX,Product3,1,15385
1967,186814201,463,100-499 EE,3120,I26,2009-06-07,2018-01-20,ProductX,"Product4,Product2,Product3,Product1",4,28873
1968,650278187,20,10-49 EE,1619,I14,2013-10-09,2018-02-15,ProductX,"Product4,Product2",2,17474
1969,600209517,115,100-499 EE,1742,I18,2014-31-03,2019-01-06,ProductX,"Product3,Product1",2,5251
1970,374431583,139,100-499 EE,3809,I12,2008-01-02,2018-07-07,ProductX,"Product4,Product1,Product2",3,20743
1971,479131505,40,10-49 EE,1868,I22,2013-03-09,2018-10-15,ProductX,"Product4,Product3,Product2",3,28992
1972,618814749,48,10-49 EE,5958,I20,2002-23-11,2019-03-17,ProductX,"Product3,Product4",2,3817
1973,589498954,13,10-49 EE,3890,,2009-17-02,2019-10-13,ProductX,"Product4,Product1",2,22527
1974,615711,8,0-9 EE,3012,I18,2010-30-03,2018-06-28,ProductX,"Product3,Product1",2,23925
1975,316400509,13,10-49 EE,4268,I22,2008-11-02,2019-10-19,ProductX,"Product1,Product4",2,24817
1976,795027,11,10-49 EE,3686,I19,2009-05-06,2019-07-09,ProductX,"Product4,Product1",2,26587
1977,560378662,10,10-49 EE,2155,I20,2014-15-01,2019-12-10,ProductX,"Product1,Product2",2,15144
1978,182692934,93,50-99 EE,3284,I24,2010-05-02,2019-02-02,ProductX,"Product3,Product2",2,18866
1979,766525,23,10-49 EE,2107,I20,2012-10-08,2018-05-18,ProductX,Product1,1,14017
1980,437481,25,10-49 EE,3710,I11,2009-28-02,2019-04-27,ProductX,"Product4,Product3,Product1",3,13777
1981,253143156,64,50-99 EE,4112,I20,2008-03-05,2019-08-06,ProductX,"Product2,Product1",2,17529
1982,458469,5,0-9 EE,4248,I11,2007-26-01,2018-09-13,ProductX,"Product2,Product3,Product4",3,29671
1983,390065775,14,10-49 EE,1416,I23,2015-18-02,2019-01-04,ProductX,"Product3,Product1",2,10098
1984,198392061,35,10-49 EE,4787,I27,2006-05-03,2019-04-13,ProductX,"Product4,Product3,Product1",3,26871
1985,557923412,13,10-49 EE,29515,I15,2099-25-01,2018-04-05,ProductX,"Product3,Product4",2,16349
1986,93268980,25,10-49 EE,5619,I17,2003-14-10,2019-03-03,ProductX,Product3,1,5843
1987,422165537,33,10-49 EE,967,I15,2016-14-07,2019-03-08,ProductX,"Product1,Product4",2,11205
1988,384984172,37,10-49 EE,6485,I15,2001-02-04,2019-01-03,ProductX,"Product3,Product4",2,8504
1989,462302629,227,100-499 EE,5863,I20,2002-22-08,2018-09-10,ProductX,"Product1,Product4",2,23083
1990,14576716,82,50-99 EE,3298,I23,2009-12-01,2018-01-23,ProductX,"Product4,Product2",2,16120
1991,650590678,11,10-49 EE,6663,,2001-10-03,2019-06-07,ProductX,"Product3,Product1,Product4",3,27506
1992,506011895,53,50-99 EE,6525,I24,2001-09-03,2019-01-19,ProductX,Product3,1,10133
1993,666334867,31,10-49 EE,996,,2015-21-12,2018-09-12,ProductX,"Product3,Product1",2,18562
1994,449385,299,100-499 EE,5231,I27,2003-11-12,2018-04-07,ProductX,"Product3,Product1,Product2",3,24603
1995,625516187,86,50-99 EE,4276,,2006-14-11,2018-07-30,ProductX,"Product4,Product2,Product1",3,26496
1996,507553,228,100-499 EE,1812,I23,2013-10-08,2018-07-27,ProductX,"Product3,Product1",2,20356
1997,619133236,186,100-499 EE,3360,I15,2010-11-10,2019-12-23,ProductX,Product4,1,11005
1998,629212,110,100-499 EE,28844,I01,2098-22-03,2019-04-02,ProductX,"Product2,Product4",2,13501
1999,314122945,25,10-49 EE,1955,I13,2014-05-01,2019-05-14,ProductX,"Product3,Product4",2,24797
2000,553640,24,10-49 EE,1171,I20,2016-27-07,2019-10-11,ProductX,"Product4,Product3,Product1",3,14888
2001,703924545,93,50-99 EE,29410,,2098-05-11,2018-04-29,ProductX,"Product3,Product2",2,24141
2002,627231,14,10-49 EE,5734,I20,2003-13-08,2019-04-25,ProductX,"Product1,Product4",2,28692
2003,630592652,21,10-49 EE,1355,,2015-07-03,2018-11-21,ProductX,"Product2,Product4",2,14257
2004,696768464,612,500-999 EE,5142,,2004-02-07,2018-07-31,ProductX,"Product3,Product1,Product2",3,30202
2005,665340,40,10-49 EE,1737,I27,2013-13-05,2018-02-13,ProductX,"Product2,Product4",2,18045
2006,676753505,329,100-499 EE,4676,,2007-31-01,2019-11-20,ProductX,"Product1,Product2",2,10117
2007,248441203,42,10-49 EE,3896,I27,2009-10-02,2019-10-12,ProductX,"Product4,Product1,Product2",3,19516
2008,499891,14,10-49 EE,3422,I14,2009-20-12,2019-05-04,ProductX,"Product1,Product2",2,15469
2009,660917,123,100-499 EE,1605,I13,2015-31-07,2019-12-22,ProductX,Product2,1,9511
2010,516581890,13,10-49 EE,4985,I27,2005-15-01,2018-09-09,ProductX,"Product3,Product2,Product1,Product4",4,26089
2011,628513189,27,10-49 EE,1906,I07,2014-19-01,2019-04-09,ProductX,"Product2,Product4",2,14942
2012,656274,25,10-49 EE,5530,I19,2004-07-07,2019-08-28,ProductX,"Product4,Product2,Product1",3,31506
2013,636202882,12,10-49 EE,4294,,2008-11-01,2019-10-14,ProductX,"Product3,Product1",2,27126
2014,630086650,178,100-499 EE,6477,I09,2000-19-08,2018-05-14,ProductX,"Product4,Product2,Product3,Product1",4,23899
2015,164275964,13,10-49 EE,2172,I12,2012-23-11,2018-11-04,ProductX,"Product4,Product3,Product2",3,24820
2016,734395,27,10-49 EE,4768,I22,2005-13-02,2018-03-05,ProductX,"Product2,Product3,Product4",3,25040
2017,565445541,25,10-49 EE,4931,I20,2004-24-11,2018-05-26,ProductX,"Product4,Product2,Product1",3,14666
2018,792196,70,50-99 EE,4575,I20,2006-25-05,2018-12-03,ProductX,"Product3,Product4",2,17187
2019,278274633,100,100-499 EE,4247,I26,2006-19-08,2018-04-05,ProductX,"Product4,Product2,Product1",3,31890
2020,230479290,44,10-49 EE,6111,I22,2001-19-07,2018-04-12,ProductX,"Product2,Product1",2,20897
2021,176961765,302,100-499 EE,4838,I21,2006-21-02,2019-05-22,ProductX,"Product2,Product4",2,18996
2022,62383209,418,100-499 EE,29049,I20,2098-07-06,2018-11-25,ProductX,"Product3,Product4",2,20137
2023,675758655,45,10-49 EE,1468,,2014-30-11,2018-12-07,ProductX,"Product3,Product4",2,18112
2024,564475,130,100-499 EE,1793,I27,2013-29-08,2018-07-27,ProductX,"Product2,Product4",2,13991
2025,626882958,32,10-49 EE,1405,,2015-15-09,2019-07-21,ProductX,Product2,1,16794
2026,271126894,10,10-49 EE,3304,I12,2009-13-04,2018-04-30,ProductX,"Product4,Product1",2,15575
2027,171345584,10,10-49 EE,2019,I19,2014-22-02,2019-09-03,ProductX,"Product2,Product1,Product4",3,36559
2028,705562471,14,10-49 EE,5454,,2004-20-11,2019-10-27,ProductX,"Product4,Product2,Product3,Product1",4,26417
2029,714013277,130,100-499 EE,5350,,2005-14-01,2019-09-08,ProductX,"Product2,Product3,Product4",3,25364
2030,535613,47,10-49 EE,4356,I09,2006-15-03,2018-02-16,ProductX,"Product3,Product4",2,16553
2031,245870375,88,50-99 EE,4418,I21,2005-25-12,2018-01-29,ProductX,"Product4,Product3,Product2",3,22508
2032,516676254,28,10-49 EE,413,I27,2016-19-12,2018-02-05,ProductX,"Product2,Product3,Product1",3,18303
2033,270638897,12,10-49 EE,1001,I20,2015-26-09,2018-06-23,ProductX,"Product2,Product3,Product1",3,22737
2034,688300033,212,100-499 EE,2977,I25,2011-13-02,2019-04-09,ProductX,"Product3,Product1,Product4",3,31235
2035,115068663,64,50-99 EE,652,I27,2016-14-09,2018-06-28,ProductX,"Product3,Product2",2,8320
2036,306835575,66,50-99 EE,3978,I25,2007-05-09,2018-07-27,ProductX,"Product4,Product2,Product3,Product1",4,20385
2037,694181381,70,50-99 EE,1205,I20,2016-26-02,2019-06-15,ProductX,"Product2,Product3,Product1,Product4",4,34457
2038,520562647,10,10-49 EE,2073,I27,2014-22-04,2019-12-25,ProductX,"Product3,Product2",2,13182
2039,553813380,10,10-49 EE,4392,I27,2007-07-05,2019-05-16,ProductX,Product2,1,4457
2040,742463,59,50-99 EE,1458,I13,2015-27-02,2019-02-24,ProductX,"Product3,Product1,Product4",3,25100
2041,575797672,31,10-49 EE,5148,I19,2004-24-11,2018-12-29,ProductX,"Product3,Product2",2,8401
2042,322992284,112,100-499 EE,3785,I02,2008-07-02,2018-06-19,ProductX,"Product3,Product1,Product2",3,16594
2043,573384529,19,10-49 EE,2334,I27,2012-02-02,2018-06-24,ProductX,"Product2,Product1",2,4333
2044,448155161,14,10-49 EE,782,I19,2016-19-08,2018-10-10,ProductX,"Product2,Product4",2,16597
2045,136811827,17,10-49 EE,6594,I27,2000-13-02,2018-03-04,ProductX,"Product4,Product3,Product2",3,8039
2046,304876539,15,10-49 EE,3347,I07,2009-20-07,2018-09-18,ProductX,"Product3,Product4",2,40638
2047,484177922,13,10-49 EE,5643,I20,2003-11-06,2018-11-22,ProductX,Product3,1,27258
2048,394584358,49,10-49 EE,1628,I15,2014-08-05,2018-10-22,ProductX,"Product3,Product2",2,16970
2049,514636340,183,100-499 EE,1217,I20,2015-21-04,2018-08-20,ProductX,Product2,1,12192
2050,466578,58,50-99 EE,1578,I22,2014-23-01,2018-05-20,ProductX,"Product2,Product4",2,26368
2051,320376473,18,10-49 EE,3323,I27,2010-04-07,2019-08-09,ProductX,"Product3,Product2",2,19462
2052,663526343,45,10-49 EE,5039,,2006-08-01,2019-10-26,ProductX,"Product3,Product1",2,11323
2053,721755,29,10-49 EE,2049,I01,2013-14-08,2019-03-25,ProductX,"Product4,Product3,Product1",3,21872
2054,238054407,21,10-49 EE,5809,I27,2003-25-01,2018-12-21,ProductX,"Product4,Product1,Product2",3,18276
2055,480127,11,10-49 EE,5040,I27,2006-28-01,2019-11-16,ProductX,"Product2,Product3,Product1,Product4",4,25976
2056,786570,42,10-49 EE,2643,I15,2010-11-12,2018-03-07,ProductX,"Product2,Product3,Product1",3,18645
2057,245697079,21,10-49 EE,5143,I15,2005-30-10,2019-11-29,ProductX,"Product2,Product3,Product1",3,23407
2058,708195151,52,50-99 EE,5917,,2003-25-04,2019-07-07,ProductX,"Product4,Product2",2,7865
2059,488126281,15,10-49 EE,5876,I24,2003-24-04,2019-05-26,ProductX,"Product2,Product3,Product1",3,28177
2060,650525557,15,10-49 EE,2962,,2010-30-12,2019-02-08,ProductX,"Product1,Product2",2,16714
2061,651445884,58,50-99 EE,2268,,2013-16-08,2019-11-01,ProductX,"Product4,Product3,Product2",3,20730
2062,620204693,40,10-49 EE,2472,,2012-24-04,2019-01-30,ProductX,"Product3,Product1,Product2",3,14370
2063,650689204,10,10-49 EE,5486,,2004-08-01,2019-01-15,ProductX,Product2,1,9404
2064,666195890,14,10-49 EE,6174,,2001-22-09,2018-08-18,ProductX,"Product4,Product3,Product2",3,29733
2065,466762,8,0-9 EE,3999,I27,2007-29-04,2018-04-10,ProductX,"Product2,Product1",2,18789
2066,385236968,63,50-99 EE,6466,I20,2001-19-01,2018-10-03,ProductX,"Product2,Product3,Product1,Product4",4,22258
2067,324686055,9,0-9 EE,2733,I25,2012-20-06,2019-12-14,ProductX,"Product3,Product4",2,13841
2068,625481350,98,50-99 EE,3686,,2008-19-03,2018-04-22,ProductX,"Product3,Product1,Product2",3,20306
