EmployerId,Employees,Industry,NetworkStrength,ZipCode,ClientStartDate
849508,28,I22,0.1750,20166,07/17/14
822236,31,I12,0.2023,89503,11/02/13
621804,2,I11,-0.7771,56082,02/07/14
619715,2,I16,-0.1242,07666,02/06/04
808312,54,I27,0.3200,37203,12/05/14
472306,3,I19,0.7062,30084,12/26/14
506698266,103,I22,-1.2236,35603,04/30/12
481504,15,I22,0.8223,48626,05/16/13
224490871,33,I21,0.0561,53207,02/07/02
625095,21,I20,0.4798,01089,04/17/02
616590088,5,I27,0.7381,95401,09/11/05
657962,27,I27,0.4648,33411,02/13/98
525052,12,I27,0.3918,10155,07/26/00
616685854,776,,0.0858,28078,05/10/01
573338233,5,I13,0.2819,23228,06/08/99
792439,27,I20,-0.2378,01752,03/11/13
136781811,15,,-0.4394,95418,05/18/01
767803,35,I27,0.4146,32254,01/25/98
657750394,16,,0.6284,92120,11/16/03
844517,124,I12,0.7286,33705,08/26/00
492028,29,I25,-0.5674,15767,07/27/05
125672645,17,I17,0.5766,43232,09/20/99
624902929,156,I22,0.1800,63376,05/27/06
238573223,15,I27,-0.2278,19801,04/12/02
441341,1,I16,0.5768,11771,04/11/16
670153,15,I27,0.2370,19403,03/15/02
603696264,59,I19,-0.9138,54911,09/30/02
465410894,1472,I21,-0.0188,01844,09/24/12
430710963,24,I20,?,66507,03/12/01
277441655,459,,-0.0188,01845,09/09/06
38590525,55,I27,0.5638,47150,05/23/12
536247918,18,I23,1.8960,12903,08/05/12
666214851,40,,0.3918,10003,09/11/09
843701,18,I26,-0.3747,61818,09/04/02
712017,27,I26,-0.5895,27701,07/06/04
464819,440,I27,-0.2378,01746,07/09/03
419104100,21,I22,-0.1201,29304,06/10/15
280756134,280,I24,0.2401,28209,11/15/14
555906110,38,I20,0.0561,53224,11/04/13
396522540,19,I11,0.4961,37830,02/12/03
503508,292,I11,-0.2816,53527,03/29/06
627161922,360,,0.1815,60515,05/01/03
182076141,25,I27,0.6928,27610,10/20/01
671376876,67,I25,0.7075,33021,08/23/09
171112111,18,I22,0.1839,14623,07/14/04
869075,207,I21,0.2884,66210,11/05/12
392514742,4,I25,-0.6821,37745,06/11/06
303011307,21,I20,0.3918,10018,09/27/05
537803892,28,I19,0.1882,64015,01/20/07
441978878,53,I27,-0.0176,32606,09/17/07
446820344,85,I23,0.1839,14420,01/06/12
332884152,35,I19,-0.7831,54904,03/17/03
615276,9,I19,0.2965,20814,02/01/98
396930151,73,I24,-0.1124,55427,11/13/06
848050,15,I23,-0.3821,03106,04/10/06
443714109,92,,-0.2462,53151,12/14/13
758291,10,I16,0.8537,94621,04/17/02
443044067,9,,0.6284,92020,05/12/08
694507018,14,,0.1056,60462,01/26/05
629366,31,I20,0.9125,80215,03/10/02
494702877,144,I23,0.2020,70087,08/15/98
731278,39,I11,0.3984,95340,02/24/00
507831109,5,I27,1.3716,44224,08/08/03
576197223,19,I13,0.4215,29201,04/05/04
707953165,6,,0.2923,20007,04/30/01
75795740,10,,-0.8641,27101,11/21/13
761635,22,I27,0.7163,80919,03/27/12
683415,24,I26,0.6201,11204,10/21/11
717539,51,I15,-0.1127,05401,01/31/99
494328,91,I09,0.9689,30024,12/29/99
648546,21,I12,0.1945,07081,07/13/07
279604550,27,I13,0.5411,91101,06/29/98
437096,61,I19,0.2208,37919,03/11/01
641907066,667,I22,0.5821,46218,01/07/99
551642,2,I07,0.2691,22209,07/17/11
396948585,75,I14,0.3749,75038,10/20/07
191341563,38,I27,0.1056,60603,07/25/05
832155,60,I09,-1.1568,26554,09/19/11
553966784,42,I23,0.3855,41005,02/25/07
712184,122,I21,0.6907,48098,08/20/05
717903,3,I21,-0.3149,29053,03/04/05
526818,32,,-0.0333,06032,02/20/09
485725,19,I19,0.5411,23803,09/11/14
550161290,12,I22,0.5411,91773,10/16/09
720195,20,I22,0.2819,23060,03/28/98
724750,2,I18,-0.2378,01886,01/31/04
823516,24,I17,-0.4440,97401,03/10/03
392078580,16,I12,0.1839,14506,08/21/05
140660972,250,I20,1.3716,44241,08/24/15
804811,54,I07,-0.0939,45805,10/28/14
443294135,614,I27,0.6246,99040,07/11/13
578590491,67,I22,0.2008,21205,10/09/00
205014158,10,I13,-0.8469,59624,10/08/08
305038014,11,I18,-0.3488,73013,07/14/12
180398176,49,I20,0.1635,29720,05/17/03
490339655,38,I25,0.7764,38655,09/22/16
536150084,760,I27,0.1064,43701,07/09/02
476246770,10361,I25,0.3749,75001,04/19/00
424346945,11,I22,0.8200,44420,03/31/05
456616,27,I19,1.3621,95616,08/21/00
456618,15,I21,-0.1249,78247,09/07/15
69259362,552,I25,1.2290,37311,07/20/14
58166370,6,,0.1815,60515,07/02/05
573994015,14,I13,0.2401,28207,10/18/16
520997235,82,I20,-0.6195,54751,03/16/12
536960677,511,I23,0.2270,49441,07/08/15
790429,28,I20,0.0031,19087,12/14/00
476343,33,I12,0.3246,49024,02/09/09
238738088,4,I25,0.4125,94040,08/18/10
219574825,449,I27,0.4338,03301,08/08/05
805562,3,I07,0.6117,40223,02/07/12
690272,11,I20,-0.0188,01835,05/04/98
61482952,52,I19,-0.2482,153011385,11/29/14
736030,2,I15,0.0558,94107,10/01/14
806922,2,I16,?,02043,04/13/12
598037500,11,,0.0436,37067,08/16/01
682870,30,I15,0.2965,20882,10/12/14
586171,14,,0.7163,80903,04/18/03
706074,4,,-0.0348,46052,03/20/12
666082,6,I18,-0.2097,15222,12/08/01
598984648,17,,0.8643,95829,06/26/04
626723,29,I27,-0.7161,55720,03/12/00
283467676,33,I19,-0.6629,83455,09/07/12
575753456,21,I20,0.5411,90245,12/28/07
516238923,11,I27,0.5800,30161,06/28/05
830955,40,I26,-0.1458,16258,03/17/12
206468724,38,I14,0.7818,45402,05/25/12
254388890,992,I26,-0.7689,86504,09/25/12
650579105,42,I19,0.8253,44149,07/21/99
293970477,17,I27,1.2290,37312,04/16/10
833596,141,I11,0.1056,60606,11/14/10
333854603,17,I07,0.3493,19063,12/10/16
536726,18,I19,0.7132,49548,11/15/12
591441,57,,0.4125,94043,12/03/04
152787975,19,I07,0.7289,29419,04/03/08
289880344,48,I27,-0.4240,93454,07/28/05
735138,10,I21,0.1645,75158,09/10/04
750380,17,I13,0.4747,22902,03/02/01
618821,170,I12,0.6648,14203,01/12/11
640420702,20,,0.4146,32209,10/09/05
816433,88,I22,-0.9323,26003,01/31/04
546949423,34,I20,0.5411,91311,11/16/11
631434,181,I27,-0.3405,52233,01/23/08
453133,117,I27,2.1630,39047,01/06/04
386768026,100,I12,0.2920,85251,12/01/00
147339276,276,I27,-0.4649,04210,06/05/99
61637129,3,I07,0.7381,95403,04/15/14
392346013,23,I12,0.7289,29412,08/24/13
633525,34,I20,0.6401,42701,05/19/15
192465667,120,I21,-0.8941,73858,11/16/05
711388,13,I02,0.1337,27536,03/14/06
299307546,2,I20,1.3610,94558,02/04/06
760464,376,I21,-0.1819,29556,05/15/12
193141056,2427,I11,0.4622,32114,01/02/03
663088,68,I02,0.6648,14068,03/08/07
585094,22,I26,0.4542,11746,10/26/08
670409,16,I24,0.7062,30326,10/16/03
663419,10,I23,0.4384,05301,01/11/16
309790118,12,I27,0.5555,78738,03/28/08
679567,85,I19,-1.4952,56501,10/13/02
683632,4,I16,-0.4858,28601,12/28/10
706163,52,I17,0.5959,98516,09/17/99
668986,9,I19,0.1490,75087,01/11/15
227773413,22,I27,0.2475,32095,07/19/16
374596359,12,I27,0.0655,08701,08/27/02
480560,10,I16,0.2920,85012,01/30/00
785970,41,I20,0.3200,37211,11/07/16
570283,207,I11,0.5030,93291,05/05/10
523884282,24,I11,0.3200,37203,02/06/15
626836337,17,,-0.6843,97708,06/07/05
535371746,28,I27,0.3413,71104,06/05/99
688492386,12,,0.1056,60193,07/24/99
670422996,8,,0.6284,92101,08/05/10
125048625,30,I24,0.3413,78758,07/26/13
312778278,6,I22,0.1942,46342,06/02/12
541914333,115,,-0.0333,06034,10/23/03
246479320,189,I27,0.4685,46580,02/23/00
568526,2,I27,0.3918,10036,04/19/10
68077094,274,I25,-0.2234,70361,03/27/14
552181,47,I19,-0.3392,72022,04/02/99
621715,11,I27,0.3918,10011,01/01/16
712036,81,I19,0.7163,80908,09/02/10
170736325,70,I23,0.5733,12159,06/09/06
530163,20,I20,0.5411,91702,02/29/12
733790,26,I21,0.9119,54670,06/22/15
549949,1,I20,-0.4764,06260,06/08/09
193840911,497,I02,1.5502,30253,06/16/05
662108324,20,,0.5733,12211,12/14/99
832172,2,I23,-0.2777,01225,08/11/09
846405,479,I20,0.0561,53215,06/11/05
501356257,28,I02,0.2041,78624,02/11/09
540480,37,I23,0.8483,92543,09/10/08
635400042,85,I26,0.0983,08002,05/19/03
470568,33,I09,0.6648,14228,03/28/12
666765624,48,I07,0.3246,49007,09/11/99
773176,17,I13,-0.1124,55401,07/02/16
485635955,36,I27,0.1056,60093,12/29/02
539662,252,I26,0.5766,43219,02/14/06
518681,16,,0.4552,97301,02/28/12
507880914,66,I27,-0.3516,50220,06/05/03
533562,2,I21,-0.3626,12834,10/15/15
628503597,2544,I11,0.1805,76137,11/18/04
650455464,9,I19,-0.2453,19525,03/19/02
831645,21,,0.2884,66206,05/28/12
652865,14,I20,0.1839,14612,01/11/00
6398669,10,I23,0.4496,94010,12/23/99
670253714,65,,0.3749,75244,11/28/12
621271569,42,,0.4648,33496,03/08/02
624353448,12,I27,-0.5883,55902,07/24/08
779515,33,I24,-0.6094,55811,11/01/06
493711,6,I15,-0.1124,55439,02/12/05
798603,6,I20,-0.4276,35007,06/08/02
574849699,4,,-0.2453,02072,01/12/08
446445,19,I12,-1.2575,30904,10/17/99
765253,9,I23,0.6907,48034,03/28/05
611745221,185,I01,-0.3149,63801,05/08/10
564954,59,I27,0.8643,95826,07/25/04
627159471,10,I02,0.5821,46222,05/26/00
637497,12,I23,-0.2378,01867,10/21/13
633069,995,I21,0.4896,84101,12/12/09
384645705,12,I02,0.6907,48375,12/23/15
531467,59,I20,0.3749,75081,07/16/16
477854089,23,I09,0.3918,10004,01/24/11
773969,28,I11,0.1772,52404,12/09/00
508375,40,I04,0.3918,10017,08/03/03
485939875,16,I20,0.1011,77027,04/04/06
657532,3,I18,0.4371,42051,10/23/99
543631591,10,I27,0.3918,10075,07/09/09
744131,13,I11,0.2884,66213,01/05/07
649586,12,I20,0.6201,11210,04/11/06
9380697,50,I24,0.3918,10111,12/16/11
663006,18,,0.2884,66206,09/17/06
802289,48,I22,0.4552,97301,03/26/10
325812377,15,I22,1.0126,13403,09/25/15
459714,3,,-0.6710,33936,08/27/14
57704396,3,I22,0.1011,77041,11/05/98
170572164,50,I27,0.1056,60804,07/23/12
577091,36,,0.2923,20006,05/02/13
424102569,205,I22,0.7129,48187,04/07/06
411396618,47,I27,0.1056,60610,04/02/01
194108144,3,I22,-0.7178,79404,08/18/15
533287,7,I20,0.2465,45229,06/23/13
390082257,262,I19,0.1800,63366,03/08/09
695688707,3,,0.1056,60076,01/12/06
449134936,814,I27,0.5411,91709,01/12/13
260863840,17,I03,0.7577,94596,08/16/02
468246,14,I19,0.3493,19014,05/23/06
291226062,9,I20,1.0126,13319,11/18/05
781702,14,I13,-0.3405,52401,05/11/99
401175592,9,I07,0.6277,95060,07/26/04
253011992,2,I12,0.6887,96792,06/04/04
279229937,214,I15,-0.2378,01801,10/30/15
836447,33,I27,0.4628,13126,07/04/99
524705483,32,I26,0.9319,80516,02/20/00
584099881,46,I26,-0.7379,58278,09/25/16
93134508,42,I27,-0.6589,04105,08/19/08
664305,34,I27,0.6324,32073,09/13/07
675639,2,I17,-0.8247,13104,03/10/05
48586627,12,I11,0.3918,10016,07/09/16
577629,48,,0.8138,30144,04/02/03
394780946,12,I27,-0.2462,53072,11/20/14
550646930,34,I07,0.8821,30518,12/16/04
236419439,11,I17,-0.3161,58078,09/26/08
54348405,367,I27,0.3866,55114,07/21/13
642100951,27,,0.1108,03079,12/11/04
832016,10,I12,0.6648,14203,10/25/98
553626913,6,I20,0.6430,34655,06/13/05
735057,15,,-1.0992,75901,03/29/13
615530132,387,I23,0.3749,75247,07/24/15
92334403,17,I09,-0.2378,02420,10/03/99
377685645,5,I12,-0.2378,01749,01/02/01
225710536,10,I26,-0.4706,58045,10/01/03
339153836,16,I11,-0.4519,32080,09/24/04
79272455,8,I27,-0.9377,75662,07/11/08
54349854,43,I23,0.1056,60068,09/09/06
750794,2,I12,0.3493,19064,08/27/08
433557,20,I26,0.0000,41143,11/03/13
837841,4,I13,0.2920,85012,12/15/13
625667646,20,I02,-0.1249,78209,05/10/00
144119568,3,I13,0.2401,28209,12/30/01
179858342,14,I14,0.2923,20005,07/19/14
672725,75,I20,0.6770,92870,04/06/00
560462659,59,I10,0.4381,08057,09/22/02
498323,15,I13,-1.0853,35801,01/24/05
368348568,20,I24,0.2197,23219,01/01/98
507061,2,I13,-0.0802,01609,01/05/06
588634,22,I27,0.6284,92056,03/31/14
474418,13,I24,0.2465,45242,11/11/09
396906061,19,I24,0.7839,16323,07/22/14
671579,5,I07,1.0284,30349,11/07/15
436695,14,I26,-0.0710,01027,01/14/05
62289309,9,I24,-0.6589,04122,06/26/13
540121,40,I20,0.4454,93103,07/14/04
465727423,92,I27,-0.1265,07102,08/21/04
433445,63,I25,0.5821,46227,01/22/02
495016,4,I10,-0.2453,02215,06/15/98
800035,10,I23,-0.1460,07076,02/20/16
792200,12,I07,-0.3000,50613,11/19/04
665632,25,I13,0.0558,94108,07/12/99
684079,7,I21,-0.1704,27513,03/05/10
487193,114,I20,0.3918,10019,07/27/12
646909,6,I27,0.1011,77598,04/09/05
233124749,19,I20,0.0561,53209,09/20/03
552751950,28,,0.6770,92647,11/12/03
825056,10,I12,0.7194,33186,06/14/12
512185093,29,,-0.3488,73132,01/15/08
688285688,63,,0.6770,92843,03/27/10
54519591,49,I19,0.8643,?,09/10/10
515836150,21,I15,-0.2294,58318,01/26/07
79145642,29,I12,-0.0801,07801,08/15/04
445887,2,I13,0.1790,06770,04/04/98
232054663,20,I27,0.8877,80031,05/03/16
355987909,32,I24,0.9319,80021,03/22/01
502819,57,I26,0.1056,60613,05/03/01
722715,248,I19,-0.7762,57108,10/14/00
503140551,45,I22,-0.9138,54956,09/01/08
748143,30,I22,0.6106,48601,12/26/00
286402451,34,I23,0.3381,46526,09/22/98
116389995,67,I20,-0.3529,05052,04/09/98
481437818,53,I22,-0.0333,06095,02/02/12
264011098,4,I27,0.1056,60642,04/19/98
733588,7,I11,0.2965,20814,06/17/10
628014,21,I15,0.7450,80120,05/09/10
498550,6,,0.6859,48315,10/19/99
673600,85,I27,0.2946,07505,03/23/01
275258278,8,I27,-0.3581,16602,10/02/02
777454,8,I23,0.1273,02339,02/20/05
832979,36,I22,0.1056,60630,05/13/05
655036,12,I23,-0.3616,53006,10/09/08
259008044,25,I21,0.0520,08096,12/30/01
459994632,27,I13,-0.7178,79401,12/08/09
514581,7,I25,0.4125,95124,06/15/12
455704,11,I27,-0.3000,50703,01/12/00
527564942,10,I25,0.7075,33028,07/15/01
679559,8,I27,0.2920,85023,11/06/98
485506660,21,I16,0.8493,98312,03/28/00
565428,5,I27,?,02359,03/15/99
439626203,46,I26,-1.5660,77335,04/05/99
396836015,17,I17,-0.1124,55428,01/31/05
465616,10,I27,0.1056,60008,07/07/12
831419,2,I14,0.0561,53202,03/24/15
282689095,3,I13,?,08401,03/05/04
527766,9,I20,0.9689,30005,09/19/07
767268,57,I21,0.7132,49508,05/27/16
504831181,31,I20,0.4125,95054,08/15/09
531759427,96,I27,-0.3588,70119,03/07/99
163271261,553,I22,0.2935,19963,07/10/00
402386005,36,I27,-0.4454,71901,06/16/12
650757,17,I12,-0.7957,36695,10/11/99
768109,26,I24,0.2923,20006,07/27/16
275143439,9,I26,0.4352,43017,08/08/09
505888,19,I20,0.0401,46975,05/30/16
502159617,9,I27,0.5411,90049,08/11/10
734842,7,,-0.2552,77356,02/04/01
729229,58,I25,-0.0953,27517,01/21/16
538496692,30,I02,0.4896,84121,06/29/09
520953087,5,I27,0.6770,92821,10/16/01
226109201,13,I13,0.7194,33156,11/19/16
62438063,342,I26,-0.6384,74821,06/01/14
624008,14,I11,0.8253,44122,03/01/13
530592094,2229,I25,-1.4770,27215,06/29/12
664781,10,,0.2965,20877,01/14/16
568511,13,I27,-0.0333,06042,09/12/11
351177479,2,,-0.4518,04543,03/13/07
177401241,63,I25,0.2398,54891,12/16/08
828545,9,I23,0.6648,14217,04/13/99
507547072,19,I12,0.7381,95405,07/29/00
659810858,46,,0.2229,38134,05/09/10
671953,12,,-0.0802,01031,06/07/14
176980916,21,I27,0.1530,98126,12/24/07
437673845,3985,I25,0.3793,07701,02/13/07
660304,1,I27,0.5768,11710,06/06/09
474259715,33,I27,0.4347,93230,07/30/11
85530698,11,I26,-0.3416,18109,03/16/99
692808368,94,,-0.6463,15059,05/03/06
549018766,2,I09,0.1011,77375,07/06/06
299776972,77,I18,0.2208,37922,07/12/06
603547,10,I22,0.8877,80640,08/12/98
412319977,6,I22,0.5411,91710,04/07/11
548742,33,I11,0.5768,11021,10/20/03
226712358,334,I27,0.5411,90503,03/14/00
441214854,59,I27,0.4896,84070,11/14/09
404604378,257,I27,-0.0050,59106,03/28/00
256375445,309,I26,-0.2089,79756,09/21/01
376878808,19,I21,-0.6972,79902,10/23/98
699095,6,I27,-0.4799,53168,05/17/00
346294444,23,I19,0.5114,97045,04/29/00
324667667,11,I20,0.2655,55068,03/15/16
813598,52,I27,0.3200,37207,09/04/02
804541,29,I20,0.1787,77378,05/30/98
65105213,510,I05,-0.2453,02038,12/30/12
496536269,18,I19,0.5411,91706,01/07/04
574064646,36,I07,0.7450,80111,06/07/13
444761,15,I24,-0.1124,55402,03/08/11
730400,17,I20,0.7132,49512,08/11/98
412249008,7,I12,0.6117,40222,11/07/02
710480,17,I20,0.3413,78733,02/07/99
718751,14,I02,-0.3161,58104,06/04/12
632298,27,I27,0.1056,60656,04/20/09
484901,13,I27,-0.1124,55356,10/01/11
404605219,1018,I11,0.3918,10007,08/09/11
578314,17,I19,0.8190,30318,02/10/11
478968,11,I27,0.7389,10509,07/26/04
257232152,15,I13,-0.1201,29376,09/03/15
20812661,96,I27,0.2834,31792,05/30/00
132248456,250,I20,-0.2097,15238,07/14/14
453521,17,I18,-0.2862,62236,08/13/03
631129939,21,I19,0.4125,95054,01/04/16
152941257,16,I22,0.5491,98275,06/10/09
103343071,13,I25,-0.9347,78504,09/13/10
9276239,21,,0.1530,98101,01/15/98
450783327,59,I09,-0.1460,08873,04/15/98
668852,24,I23,-0.1860,08551,08/09/05
745212,6,I19,-0.2097,15201,07/03/07
571080,13,I12,-0.0575,61701,01/06/05
698421875,5,,0.4125,95116,06/14/13
685367,20,I16,-0.2278,19805,10/03/13
290147714,12,I25,0.6859,48038,01/22/02
536781546,44,I21,0.1056,60523,02/14/11
451422,34,I27,-0.1424,60060,04/02/15
376729842,289,I13,-0.1265,07102,11/22/98
725534,51,I20,-1.2409,74361,02/27/08
709061845,1,,0.3918,10001,11/14/04
538720011,41,I14,-0.2754,21740,10/02/13
60488167,19,I11,0.4332,22180,07/26/15
771831,21,I14,-0.8393,66047,05/09/16
551810105,241,I11,0.2785,19130,01/20/12
654767,2,I12,-0.1124,55404,11/11/08
668086,32,,0.4271,55303,12/10/03
850343,19,I27,0.4892,47446,04/19/99
37862636,3403,I07,0.0031,19087,01/15/13
446495209,8,I11,0.1530,98004,12/24/04
869441,15,I27,0.1774,19006,09/21/99
749899,19,I19,-0.6589,04021,09/20/98
816086,2,I12,0.1774,19053,09/12/98
591437,26,,0.0112,48933,03/23/10
423313529,68,I27,0.2468,98909,04/05/01
623882,16,I12,0.4622,32117,06/18/02
247048795,119,I02,-0.6298,05464,03/02/00
437723,17,,-0.0879,185101501,12/29/04
598120,29,I15,0.9698,44333,08/04/08
571508218,16,,-0.1124,55407,12/28/04
628888460,26,I24,0.9627,49316,09/09/11
657161732,23,,-0.5875,72704,07/05/15
615460343,15,I21,-0.4004,17313,12/17/11
550370,12,,0.7194,33134,05/23/98
24030734,784,I19,0.1750,20166,08/01/08
696202253,8,,-0.6589,04122,03/20/11
637179526,10,I17,0.1125,98930,10/31/04
196625806,16,,0.9627,49464,06/23/02
554409,50,I27,0.0774,39502,11/15/12
504005310,53,I27,0.1011,77007,10/12/12
2706476,16,I24,0.0558,94104,10/01/98
281741448,95,I22,0.7242,10474,03/01/16
609389,22,I15,-0.7015,07462,08/04/10
613753,17,I13,-0.3588,70130,10/10/16
691951601,373,,-0.2305,67202,06/18/12
185742523,8,I19,0.2023,89511,04/23/00
483109,10,I22,0.6887,96819,01/12/10
649274,8,I20,0.0983,08009,08/14/00
608526,10,I27,0.4721,80205,01/14/02
435706,34,I22,-0.6410,67074,11/21/00
472200,2,I17,0.2655,55306,03/30/06
441593,63,I09,0.1815,60517,01/13/06
342403126,43,I15,0.2225,21227,10/21/98
48968065,10,I23,0.0031,19442,10/22/09
73706654,18,I24,0.4202,88210,04/15/02
471775,37,I26,?,30505,07/26/10
770136,7,I20,-0.2378,01752,08/20/00
137321258,83,I20,0.1108,03079,11/29/99
354555576,21,I11,-1.1413,76875,11/11/00
511037677,3681,I19,-0.0764,99163,03/10/08
497487455,44,I27,0.4187,20747,08/03/07
681507,8,I27,0.6117,40218,09/20/10
485945450,3,I11,0.5411,90025,04/02/14
82400417,6,I22,0.4352,43065,12/08/12
452428024,88,I20,0.9903,44095,02/09/03
594149,4,I16,0.5401,87105,10/10/09
94393378,3,I18,-0.3338,58790,06/04/14
386840289,44,I20,0.3493,19082,06/10/10
205220258,109,I22,0.8091,12590,09/10/11
762436,43,I20,0.7054,95776,06/04/12
471168,6,I09,0.0558,94109,08/11/02
479931202,177,I20,1.2193,43551,01/24/05
453494,63,I19,-0.0802,01613,10/22/99
679994345,17,,-0.2264,50266,04/12/08
452276,10,I16,0.2819,23228,05/10/99
484612,17,I17,0.1056,60654,05/16/07
332696820,13,I13,-0.0432,62040,08/26/07
175500935,87,I12,-0.9138,54913,01/27/09
542181,29,I26,?,79220,07/14/10
650691084,16,,0.1011,77375,08/01/10
504390,2,I20,0.4125,94085,11/03/08
90926855,20,I27,0.3200,37076,08/15/13
608469500,80,I09,0.3849,48105,03/31/01
469279474,17,I13,-0.2378,01701,03/19/06
612994259,671,I19,0.0178,77701,01/07/98
306946173,80,I26,0.6907,48336,07/30/15
477928090,35,I12,0.4721,80033,04/02/00
122644400,57,I27,0.4721,80127,10/15/08
536815460,11,,-0.2233,28110,05/27/06
446842,9,I20,0.2014,06810,07/06/03
251488220,26,I27,0.2819,23230,11/24/13
487759300,3,I27,-0.4799,53142,08/19/00
616837662,8,I09,0.5411,90212,03/19/16
690480,19,I09,0.2920,85209,08/11/03
771828,2,I11,0.1750,20132,04/20/04
537613,4,I12,0.1815,60517,05/25/16
639673,2,I07,0.3197,32789,02/10/02
33802022,13,I12,0.2465,45212,10/27/11
468226,24,I13,0.6907,48075,08/31/10
560436827,24,I22,-0.2087,60112,06/20/15
235668202,14,,0.6297,22314,03/05/09
585529500,25,I27,0.4384,05143,11/12/01
658874776,6,,0.7381,94922,04/19/06
580999709,26,I27,-0.5190,06416,07/22/06
174502495,42,I12,0.2691,22203,01/11/04
548581489,765,I02,0.3918,10022,05/21/15
433068746,34,I27,0.2655,550331237,03/09/07
503408292,366,I25,0.1056,60173,03/10/12
494808591,15,I13,-0.2097,15219,06/30/13
766844,29,I22,-0.2482,15317,11/06/06
686979,30,I11,0.2884,66211,03/25/13
769742,10,I17,0.8253,44113,11/16/06
445361589,38,I22,-0.2378,02143,11/27/16
356008157,46,I27,0.4332,22042,04/12/05
684472,178,I20,0.6609,13901,05/26/16
562001,717,I26,0.1108,03833,11/10/00
646001,35,I20,0.3849,48103,09/10/99
496507303,31,I26,0.1805,76132,01/15/10
244040551,600,I11,0.3413,71101,07/26/16
758358,11,I23,0.4798,01001,09/21/14
654157052,14,,-0.0348,46032,03/23/09
732515,4,I12,?,03801,09/02/04
297787151,36,I11,0.6297,22314,09/03/01
705689214,18,,-0.7695,83706,09/30/10
726782,439,I20,0.1815,60517,05/15/13
123891017,48,I23,0.6284,92069,01/12/14
509212,9,I20,0.9968,91761,10/29/14
431189758,2,I12,0.5411,91364,07/04/02
170432866,82,I20,0.0269,38372,03/12/04
833326,3,I14,0.4459,05701,03/06/11
464724,58,I11,0.9627,49423,01/16/15
514859,78,I27,-0.0555,02116,12/07/06
412356464,26,I21,0.1530,98166,08/21/03
149238203,5,I27,-0.0188,01906,01/12/08
201851442,9,I11,0.7873,93301,05/09/07
445739,2,I20,-0.4202,52310,10/09/01
191861727,40,I02,0.2785,19131,07/05/11
735838,29,I20,0.4460,49204,10/24/11
641039,8,I27,0.7289,29401,03/13/14
580039,21,I20,0.4294,48162,01/12/05
602785829,24,,0.4868,97232,03/02/00
749744,48,I15,0.3918,10016,11/28/00
624776,51,I27,0.7706,48906,07/07/98
701431,10,I12,-0.4376,02906,09/04/14
707546,8,I11,-0.0555,02108,12/28/08
139223477,7,I11,-0.0040,21015,10/17/10
183160115,185,I20,-0.2378,02139,04/15/99
90686153,98,,0.7692,38637,07/16/12
492800,1456,I20,0.4352,43054,05/15/05
235550655,10,I13,-0.4440,97477,07/09/14
509618,113,I27,0.4731,33563,12/26/05
817160,55,I27,0.2225,21212,10/21/10
673709709,394,,0.3200,37027,10/07/07
606613,12,I27,-0.6440,68504,07/06/04
524143,17,I19,-0.2482,15317,10/07/99
535682,58,I11,0.3413,78735,12/05/05
629259198,297,I20,0.1815,60191,06/29/10
667005071,16,,0.8190,30308,05/31/98
649801254,1922,I13,0.2923,20036,05/09/09
333341422,21,I09,0.5411,90025,01/04/05
348446945,30,I19,-0.4749,64501,09/08/01
509962405,5,I27,0.7208,70809,02/26/12
112569408,21,I22,-0.6033,54304,06/19/10
608339495,31,I13,0.8537,94608,08/14/14
577547178,33,I20,0.9968,92336,03/31/15
643191974,1406,I20,0.4405,78682,12/28/02
471868096,12,I11,0.1056,60613,10/22/03
645816840,17,,0.1007,63144,11/26/07
158770524,72,I23,0.2920,85282,10/17/03
462158025,14,I22,0.3749,75254,06/17/04
632418211,6,I14,0.2923,20036,05/30/16
784080,8,I21,-0.3986,74136,05/03/10
589762619,1637,I26,0.5411,90703,12/18/15
615698,8,I27,-0.6413,82601,07/05/08
41270272,226,I27,0.6201,11213,11/01/05
358908326,12,I17,0.2225,21093,09/07/98
373822960,18,I27,0.5352,47711,03/26/04
283080997,353,I20,0.1882,64109,07/23/10
565234510,36,I01,-0.5422,36344,07/24/98
485885,4,I27,0.3918,10017,02/21/12
795441,69,I02,0.3849,48105,12/07/99
443148,25,I22,0.1056,60525,07/29/07
612759,9,I13,0.5401,87102,05/21/00
237550286,11,I27,0.2655,55121,03/20/07
662154,21,I22,0.3749,75237,12/22/99
776634,112,I23,0.6401,42701,06/03/08
504170002,1980,I24,0.6907,48034,09/15/14
836290,3,I11,0.1056,60062,06/11/02
452616,15,I23,0.8845,29072,06/13/98
601691,1,I26,0.1011,77005,09/05/06
529994,73,I09,0.1839,14624,01/07/10
732944,1539,I18,0.1011,773894954,03/24/08
454197,3,I26,-0.0348,46075,09/25/11
466096,38,I27,0.8643,95834,12/19/05
226471150,63,I27,-0.1778,18072,03/29/00
849018,17,I27,0.3866,55108,06/12/06
746251,14,I19,-0.2378,01803,12/26/14
551386,8,I12,-0.1265,07039,04/07/08
545544944,49,,-0.8317,28705,03/22/08
616707137,13,I24,0.9820,04457,08/16/05
764495,2,I19,0.4496,94065,07/03/02
701967,104,I11,0.5766,43085,07/27/05
703922638,18,,0.5766,43215,07/24/07
794808,18,I08,0.1056,60601,06/29/01
477314,7,I13,-0.3701,32301,02/21/06
