EmployerId,Offered,Status,QuoteDate
536705196,ProductX,Sold,2018-10-03
665940932,ProductX,Lost,2019-05-18
682422,ProductX,Lost,2018-05-17
230479290,ProductX,Sold,2018-04-12
649878214,ProductX,Sold,2018-05-24
803921,ProductX,Lost,2019-07-05
396960516,ProductX,Lost,2019-11-17
617078,ProductX,Lost,2018-11-07
590853,ProductX,Lost,2019-04-07
674637,ProductX,Lost,2019-11-04
628327405,ProductX,Lost,2019-08-18
508599236,ProductX,Lost,2018-04-18
674527361,ProductX,Lost,2019-09-02
603651556,ProductX,Lost,2019-02-28
2931477,ProductX,Lost,2018-10-09
599855487,ProductX,Sold,2018-06-19
622562764,ProductX,Sold,2019-01-19
621377798,ProductX,Sold,2018-10-18
570634773,ProductX,Lost,2018-09-14
484356831,ProductX,Lost,2019-07-20
623819,ProductX,Lost,2018-10-02
615739742,ProductX,Sold,2018-01-01
703924545,ProductX,Lost,2018-04-29
580894,ProductX,Lost,2019-05-03
383517853,ProductX,Sold,2019-12-12
627231,ProductX,Lost,2019-04-25
640922592,ProductX,Lost,2018-08-18
696768464,ProductX,Lost,2018-07-31
669231712,ProductX,Lost,2019-12-14
75762647,ProductX,Sold,2018-01-24
630592652,ProductX,Sold,2018-11-21
677991406,ProductX,Lost,2019-07-25
609393434,ProductX,Sold,2018-08-18
638714240,ProductX,Lost,2018-05-06
485606651,ProductX,Lost,2019-05-23
528420,ProductX,Lost,2019-03-01
677251580,ProductX,Lost,2019-07-04
434152818,ProductX,Lost,2019-08-18
775542,ProductX,Lost,2019-11-28
152842407,ProductX,Sold,2018-08-04
266354411,ProductX,Lost,2019-05-29
448324,ProductX,Lost,2018-05-14
573658913,ProductX,Lost,2019-09-23
650490808,ProductX,Lost,2019-05-30
428219160,ProductX,Lost,2019-06-11
674059,ProductX,Sold,2018-01-01
504032789,ProductX,Lost,2018-03-20
450620839,ProductX,Lost,2019-05-01
543586,ProductX,Lost,2018-11-07
625679,ProductX,Lost,2019-10-04
672732,ProductX,Lost,2019-03-06
611560,ProductX,Lost,2019-09-13
652410853,ProductX,Sold,2018-09-14
475483,ProductX,Lost,2019-11-12
764604,ProductX,Lost,2018-08-13
391889384,ProductX,Lost,2018-05-11
706942,ProductX,Lost,2018-01-02
621324,ProductX,Lost,2018-07-04
494162,ProductX,Lost,2018-08-22
43139695,ProductX,Lost,2019-10-03
762207,ProductX,Lost,2018-05-07
616843624,ProductX,Lost,2018-04-04
460928185,ProductX,Lost,2018-06-26
417272369,ProductX,Lost,2018-02-13
824119,ProductX,Lost,2019-11-07
576621,ProductX,Lost,2019-10-19
720929,ProductX,Lost,2019-02-01
536519,ProductX,Lost,2018-01-27
62383209,ProductX,Lost,2018-11-25
729981,ProductX,Lost,2018-12-16
582234,ProductX,Lost,2018-03-05
622752010,ProductX,Sold,2019-03-13
671977,ProductX,Sold,2019-02-08
562874247,ProductX,Lost,2019-06-14
650421220,ProductX,Lost,2019-11-20
809533,ProductX,Lost,2018-08-25
573543349,ProductX,Lost,2018-11-08
557101134,ProductX,Lost,2019-08-30
695659480,ProductX,Lost,2019-12-21
348807573,ProductX,Sold,2019-05-01
493190805,ProductX,Lost,2018-06-08
80062354,ProductX,Lost,2019-03-01
391981601,ProductX,Sold,2019-03-23
562046,ProductX,Lost,2018-03-12
373264748,ProductX,Lost,2018-08-02
204538974,ProductX,Lost,2019-07-11
453291,ProductX,Lost,2018-06-26
504109993,ProductX,Lost,2018-11-23
443419993,ProductX,Lost,2018-09-17
429589157,ProductX,Lost,2018-07-03
694504699,ProductX,Lost,2019-11-30
416042278,ProductX,Lost,2018-03-18
675600890,ProductX,Sold,2018-05-28
253151161,ProductX,Lost,2018-09-22
192490984,ProductX,Lost,2018-01-05
12921323,ProductX,Lost,2019-03-26
673340,ProductX,Lost,2018-11-30
704596592,ProductX,Lost,2018-08-06
674611210,ProductX,Lost,2018-07-11
399038847,ProductX,Sold,2019-05-07
475054,ProductX,Lost,2018-10-29
577231068,ProductX,Lost,2019-08-13
659372686,ProductX,Sold,2018-04-03
19646488,ProductX,Lost,2018-03-17
657508939,ProductX,Lost,2019-07-03
643421924,ProductX,Sold,2019-01-29
106798248,ProductX,Sold,2019-04-08
314122945,ProductX,Lost,2019-05-14
377149028,ProductX,Lost,2019-07-17
75856934,ProductX,Lost,2018-12-04
666461308,ProductX,Lost,2019-01-31
456660834,ProductX,Lost,2019-06-09
323222863,ProductX,Lost,2018-05-06
493907584,ProductX,Lost,2018-12-21
448071323,ProductX,Lost,2019-08-10
600023965,ProductX,Lost,2018-08-28
725442,ProductX,Lost,2018-10-18
712998411,ProductX,Lost,2018-09-17
128806413,ProductX,Lost,2019-12-15
489433149,ProductX,Lost,2018-09-09
227972411,ProductX,Lost,2018-12-24
232881459,ProductX,Lost,2019-02-06
719614,ProductX,Lost,2018-10-21
622742560,ProductX,Sold,2018-08-08
186579502,ProductX,Lost,2019-09-23
67934137,ProductX,Lost,2019-07-20
625480490,ProductX,Sold,2019-01-12
300351698,ProductX,Lost,2018-02-04
629212,ProductX,Lost,2019-04-02
326906260,ProductX,Sold,2018-03-09
553640,ProductX,Lost,2019-10-11
370067736,ProductX,Sold,2019-06-02
707179028,ProductX,Lost,2018-12-06
281779828,ProductX,Lost,2018-02-23
676753505,ProductX,Lost,2019-11-20
536515,ProductX,Lost,2019-08-01
591112555,ProductX,Lost,2018-04-15
598542090,ProductX,Sold,2018-06-30
509204497,ProductX,Lost,2019-09-10
677348,ProductX,Lost,2018-03-23
671892,ProductX,Lost,2018-10-20
536711355,ProductX,Sold,2019-07-08
555168817,ProductX,Sold,2019-08-19
623628985,ProductX,Sold,2019-10-01
248441203,ProductX,Lost,2019-10-12
593533925,ProductX,Lost,2018-07-18
696683321,ProductX,Lost,2018-08-25
566585040,ProductX,Lost,2018-10-26
689499,ProductX,Lost,2018-04-24
589485410,ProductX,Sold,2018-03-02
158837264,ProductX,Lost,2018-12-06
679387,ProductX,Lost,2018-04-21
628408513,ProductX,Sold,2018-02-06
670386356,ProductX,Lost,2018-10-20
158791179,ProductX,Lost,2018-10-20
252130520,ProductX,Lost,2018-11-18
333982095,ProductX,Lost,2019-07-27
446742190,ProductX,Lost,2018-10-30
353283564,ProductX,Lost,2019-02-10
646994699,ProductX,Lost,2018-07-21
387382656,ProductX,Lost,2018-06-14
613561,ProductX,Sold,2019-04-25
612689,ProductX,Sold,2018-01-12
455706,ProductX,Lost,2019-09-17
221723091,ProductX,Lost,2018-01-07
535605,ProductX,Lost,2019-10-26
273663798,ProductX,Lost,2018-06-01
130985741,ProductX,Lost,2019-01-31
387223477,ProductX,Lost,2018-03-03
545572419,ProductX,Lost,2019-09-05
437498763,ProductX,Lost,2018-04-23
701362150,ProductX,Sold,2018-09-07
411384624,ProductX,Lost,2018-10-15
715853,ProductX,Lost,2019-04-28
809947,ProductX,Lost,2019-11-13
595703578,ProductX,Sold,2018-07-13
269411004,ProductX,Sold,2019-09-25
327340582,ProductX,Sold,2019-08-12
380113151,ProductX,Lost,2019-10-09
450671001,ProductX,Lost,2018-05-02
574785832,ProductX,Sold,2019-01-30
325650035,ProductX,Lost,2018-09-05
394546245,ProductX,Lost,2019-05-05
839912,ProductX,Sold,2019-11-26
615455569,ProductX,Lost,2019-08-11
633810020,ProductX,Sold,2018-08-28
693961722,ProductX,Sold,2019-05-12
479366866,ProductX,Lost,2018-09-02
610231095,ProductX,Lost,2018-07-07
610709246,ProductX,Sold,2018-11-24
538717058,ProductX,Lost,2019-07-23
357067175,ProductX,Lost,2018-10-14
727581,ProductX,Lost,2019-11-05
534990,ProductX,Lost,2019-08-02
472411,ProductX,Lost,2019-06-28
53283039,ProductX,Lost,2018-08-25
701706,ProductX,Lost,2018-10-15
750832,ProductX,Lost,2018-02-28
591871,ProductX,Lost,2018-10-16
609184052,ProductX,Sold,2018-09-02
237907891,ProductX,Lost,2019-10-16
351502042,ProductX,Lost,2018-10-28
461586,ProductX,Lost,2019-08-10
286003340,ProductX,Lost,2018-03-17
689893,ProductX,Lost,2019-01-02
560934,ProductX,Lost,2019-11-27
653264,ProductX,Lost,2019-04-09
590453,ProductX,Lost,2018-03-21
396455014,ProductX,Lost,2018-04-17
619133236,ProductX,Lost,2019-12-23
569400788,ProductX,Lost,2019-11-02
433509140,ProductX,Lost,2019-09-03
209526530,ProductX,Lost,2019-03-20
628885144,ProductX,Lost,2019-09-03
732965,ProductX,Lost,2018-01-03
134711142,ProductX,Lost,2019-12-31
643394013,ProductX,Lost,2018-07-27
677162383,ProductX,Lost,2019-07-14
297754047,ProductX,Lost,2019-06-11
554635,ProductX,Lost,2019-04-01
610030527,ProductX,Sold,2018-05-12
499177682,ProductX,Lost,2018-04-26
665872763,ProductX,Sold,2019-11-06
537646761,ProductX,Lost,2019-12-23
491178239,ProductX,Lost,2018-05-15
505762474,ProductX,Lost,2018-12-11
285786302,ProductX,Sold,2018-05-14
215664972,ProductX,Lost,2018-03-16
537498,ProductX,Sold,2018-08-08
620204693,ProductX,Sold,2019-01-30
767052,ProductX,Lost,2018-08-17
513246025,ProductX,Lost,2018-10-16
683957204,ProductX,Lost,2018-12-08
302172205,ProductX,Lost,2019-02-16
565028,ProductX,Lost,2019-09-07
846020,ProductX,Lost,2019-02-25
280636198,ProductX,Lost,2019-02-10
450495,ProductX,Lost,2018-03-20
430326501,ProductX,Sold,2019-05-17
492251,ProductX,Lost,2019-05-28
547171516,ProductX,Lost,2018-04-05
674524349,ProductX,Lost,2018-10-29
669330872,ProductX,Sold,2019-01-07
499742721,ProductX,Lost,2019-03-15
541512,ProductX,Lost,2018-06-25
659945326,ProductX,Lost,2019-04-02
342431342,ProductX,Lost,2019-10-02
163534543,ProductX,Lost,2018-08-08
703971778,ProductX,Lost,2019-01-02
399186396,ProductX,Lost,2019-06-29
638861891,ProductX,Lost,2018-07-07
95463120,ProductX,Sold,2019-11-27
664117,ProductX,Lost,2018-02-22
115931716,ProductX,Lost,2018-04-22
709819065,ProductX,Sold,2018-08-16
553427280,ProductX,Lost,2019-06-03
558069793,ProductX,Lost,2018-04-14
413819282,ProductX,Lost,2018-04-21
666499843,ProductX,Lost,2018-01-07
804095,ProductX,Sold,2018-03-16
559786,ProductX,Lost,2018-04-03
358822907,ProductX,Lost,2019-08-18
799852,ProductX,Lost,2018-11-11
75964386,ProductX,Lost,2018-04-26
603242,ProductX,Lost,2019-03-03
614413932,ProductX,Sold,2019-10-29
664377,ProductX,Lost,2019-01-17
337270082,ProductX,Lost,2019-08-24
479116462,ProductX,Lost,2019-02-21
477697313,ProductX,Lost,2018-08-15
676141410,ProductX,Sold,2019-09-07
708319,ProductX,Lost,2019-10-22
632114,ProductX,Lost,2018-09-16
697090,ProductX,Lost,2018-09-10
631529487,ProductX,Sold,2019-12-30
481373575,ProductX,Lost,2019-07-23
537639342,ProductX,Lost,2018-05-08
656239651,ProductX,Sold,2019-05-30
432234,ProductX,Lost,2019-12-28
272211847,ProductX,Sold,2019-08-09
624517866,ProductX,Sold,2019-02-10
537542624,ProductX,Lost,2019-03-21
324375552,ProductX,Lost,2018-07-14
538705,ProductX,Lost,2018-04-24
193029372,ProductX,Lost,2018-01-10
287661513,ProductX,Sold,2018-08-05
673048187,ProductX,Lost,2019-01-21
505770,ProductX,Lost,2018-06-29
666902325,ProductX,Sold,2019-10-21
2847312,ProductX,Lost,2018-11-03
635583603,ProductX,Lost,2019-11-05
483460524,ProductX,Lost,2019-04-20
650373517,ProductX,Sold,2018-09-26
638069000,ProductX,Lost,2019-09-29
516936,ProductX,Sold,2019-03-08
401557724,ProductX,Lost,2019-08-14
317395252,ProductX,Lost,2019-12-20
475550224,ProductX,Sold,2019-11-08
568291618,ProductX,Lost,2019-05-28
655256297,ProductX,Sold,2019-04-30
691915431,ProductX,Sold,2018-10-18
524100782,ProductX,Lost,2018-10-25
676108575,ProductX,Lost,2018-09-08
103176902,ProductX,Lost,2018-01-15
433243331,ProductX,Lost,2019-02-24
609068919,ProductX,Lost,2019-07-09
578304095,ProductX,Sold,2018-01-07
699794560,ProductX,Lost,2018-10-02
636140116,ProductX,Lost,2018-08-29
457072,ProductX,Lost,2019-07-02
428357143,ProductX,Lost,2018-02-10
644021,ProductX,Lost,2019-09-13
375687472,ProductX,Lost,2018-05-09
396384570,ProductX,Lost,2018-04-26
616771267,ProductX,Lost,2018-03-08
582684539,ProductX,Sold,2019-02-13
659612264,ProductX,Lost,2018-09-21
459166254,ProductX,Lost,2019-11-07
534030242,ProductX,Lost,2019-04-17
371740929,ProductX,Lost,2019-05-10
698947515,ProductX,Lost,2019-10-05
757644,ProductX,Lost,2019-10-13
678089844,ProductX,Lost,2018-04-26
384546213,ProductX,Sold,2018-12-26
387566818,ProductX,Lost,2018-11-09
634826828,ProductX,Lost,2019-01-11
79852704,ProductX,Lost,2019-08-13
631629,ProductX,Lost,2018-08-08
491401092,ProductX,Lost,2018-07-22
782033,ProductX,Lost,2019-01-25
784896,ProductX,Lost,2018-08-16
499316179,ProductX,Lost,2018-03-23
235776868,ProductX,Sold,2018-01-23
680336,ProductX,Lost,2018-08-25
608941,ProductX,Lost,2019-01-19
482364239,ProductX,Lost,2018-04-18
650278040,ProductX,Sold,2018-08-12
806254,ProductX,Lost,2018-01-07
854381,ProductX,Lost,2018-07-07
516796216,ProductX,Sold,2019-08-19
846046,ProductX,Lost,2019-02-11
630548200,ProductX,Lost,2018-10-27
622854699,ProductX,Lost,2018-01-07
471013,ProductX,Lost,2019-12-06
795589,ProductX,Lost,2018-07-02
808877,ProductX,Lost,2019-06-09
240280224,ProductX,Sold,2018-05-28
623723138,ProductX,Lost,2018-09-17
535430832,ProductX,Sold,2019-12-25
727268,ProductX,Sold,2018-11-07
333016565,ProductX,Lost,2019-04-17
521041199,ProductX,Lost,2018-09-26
553990914,ProductX,Lost,2019-07-14
609250420,ProductX,Lost,2018-08-05
30131842,ProductX,Lost,2019-08-31
650278164,ProductX,Lost,2019-05-06
471029463,ProductX,Lost,2019-07-12
621067,ProductX,Lost,2019-01-03
793878,ProductX,Lost,2018-04-28
466762,ProductX,Lost,2018-04-10
520222936,ProductX,Lost,2018-04-13
667955696,ProductX,Sold,2018-05-28
763014,ProductX,Sold,2019-01-11
732542,ProductX,Lost,2018-01-30
543217,ProductX,Lost,2018-10-14
736461,ProductX,Lost,2018-05-20
628161418,ProductX,Sold,2019-06-08
770537,ProductX,Sold,2019-11-21
205362062,ProductX,Lost,2018-03-30
324686055,ProductX,Lost,2019-12-14
467150,ProductX,Sold,2018-04-09
805921,ProductX,Lost,2019-03-02
555791805,ProductX,Lost,2019-02-20
744047,ProductX,Sold,2018-01-12
614492051,ProductX,Lost,2018-01-01
439039,ProductX,Lost,2018-07-18
333599184,ProductX,Lost,2018-07-31
633995307,ProductX,Lost,2018-08-27
717737,ProductX,Lost,2018-02-21
625959766,ProductX,Lost,2018-06-22
727173,ProductX,Lost,2018-04-15
327375985,ProductX,Sold,2018-06-16
126945289,ProductX,Lost,2018-12-19
296073291,ProductX,Lost,2019-04-25
607884,ProductX,Lost,2019-12-19
650254,ProductX,Lost,2019-06-21
616612788,ProductX,Lost,2018-09-13
215452425,ProductX,Lost,2018-08-19
709940,ProductX,Lost,2019-03-29
515655639,ProductX,Lost,2018-03-13
385236968,ProductX,Sold,2018-10-03
555192139,ProductX,Lost,2019-10-27
652722066,ProductX,Sold,2019-09-21
686933784,ProductX,Lost,2018-10-28
700746218,ProductX,Lost,2018-03-08
686010314,ProductX,Sold,2018-01-26
831269,ProductX,Lost,2019-01-21
243702870,ProductX,Lost,2018-06-09
65805803,ProductX,Lost,2019-08-26
464000,ProductX,Lost,2018-02-25
674584356,ProductX,Sold,2019-02-11
583244532,ProductX,Sold,2019-03-26
577859299,ProductX,Lost,2018-04-02
547021282,ProductX,Lost,2019-08-21
492978,ProductX,Lost,2019-07-13
739106,ProductX,Lost,2018-09-01
575793,ProductX,Lost,2018-06-05
17862510,ProductX,Lost,2019-09-02
590402,ProductX,Lost,2019-03-10
675682,ProductX,Lost,2018-06-22
785428,ProductX,Lost,2018-07-03
408581645,ProductX,Lost,2019-05-28
641834100,ProductX,Lost,2019-10-05
466941248,ProductX,Lost,2018-05-24
553482216,ProductX,Lost,2018-02-19
641185487,ProductX,Lost,2019-06-19
684065,ProductX,Lost,2019-03-17
384592291,ProductX,Sold,2019-10-11
812480,ProductX,Lost,2018-06-16
784719,ProductX,Lost,2018-11-22
129973890,ProductX,Lost,2019-02-24
621193803,ProductX,Lost,2019-09-21
267274574,ProductX,Sold,2018-11-30
196893885,ProductX,Sold,2018-09-23
665118,ProductX,Lost,2018-11-10
774145,ProductX,Lost,2019-06-24
422990738,ProductX,Lost,2019-02-10
771330,ProductX,Lost,2018-08-15
672873,ProductX,Sold,2018-10-14
323337830,ProductX,Lost,2018-09-27
799939,ProductX,Lost,2019-12-14
575509445,ProductX,Lost,2019-07-28
281806748,ProductX,Lost,2019-03-28
675847707,ProductX,Sold,2018-08-27
318014693,ProductX,Lost,2019-03-10
626819673,ProductX,Sold,2019-02-01
569144465,ProductX,Sold,2019-05-18
281958248,ProductX,Lost,2019-02-27
664474757,ProductX,Lost,2019-06-17
246358000,ProductX,Sold,2019-10-24
71144339,ProductX,Lost,2018-12-27
575597731,ProductX,Lost,2018-09-30
651445884,ProductX,Lost,2019-11-01
727357,ProductX,Lost,2018-02-26
620636,ProductX,Lost,2018-08-17
652641,ProductX,Lost,2018-01-21
48903431,ProductX,Lost,2018-03-30
566232,ProductX,Lost,2018-01-18
569253373,ProductX,Sold,2018-04-26
596635847,ProductX,Lost,2019-03-15
734927,ProductX,Lost,2019-12-23
848285,ProductX,Lost,2018-10-06
679679293,ProductX,Lost,2018-03-14
697624899,ProductX,Sold,2018-08-19
152839440,ProductX,Lost,2019-02-01
718335,ProductX,Lost,2019-07-14
573175,ProductX,Lost,2018-06-12
618158604,ProductX,Lost,2018-08-14
651984,ProductX,Lost,2018-03-03
19810918,ProductX,Lost,2019-08-26
174096025,ProductX,Sold,2019-07-24
551666,ProductX,Lost,2018-04-30
507840000,ProductX,Lost,2018-11-18
63948152,ProductX,Lost,2018-09-17
650564239,ProductX,Sold,2019-11-22
178856691,ProductX,Lost,2019-07-06
587378207,ProductX,Lost,2018-03-28
586861932,ProductX,Lost,2018-07-12
272279601,ProductX,Lost,2019-05-22
603197768,ProductX,Lost,2019-06-23
510140,ProductX,Lost,2018-11-04
548279384,ProductX,Sold,2019-05-05
577456998,ProductX,Lost,2018-09-13
290387953,ProductX,Lost,2018-07-10
530141821,ProductX,Sold,2019-04-06
379927046,ProductX,Lost,2018-04-27
226912124,ProductX,Lost,2019-12-22
543757600,ProductX,Sold,2019-03-21
492705049,ProductX,Lost,2018-07-31
706899713,ProductX,Lost,2019-01-01
552605,ProductX,Lost,2018-05-17
616149,ProductX,Sold,2019-01-19
300107858,ProductX,Lost,2018-08-13
308896521,ProductX,Lost,2018-10-31
458408244,ProductX,Lost,2019-02-11
725104,ProductX,Lost,2019-10-29
451292,ProductX,Lost,2018-11-04
638267173,ProductX,Lost,2018-06-17
678216278,ProductX,Lost,2018-01-18
311750728,ProductX,Lost,2019-07-07
436788248,ProductX,Lost,2019-01-13
610331,ProductX,Lost,2019-12-04
220023825,ProductX,Lost,2018-09-01
442129225,ProductX,Lost,2019-11-18
366089540,ProductX,Lost,2019-06-26
505989620,ProductX,Lost,2018-11-26
573351548,ProductX,Lost,2018-03-08
474676,ProductX,Lost,2019-09-27
565425850,ProductX,Sold,2018-12-09
624028351,ProductX,Lost,2019-11-30
568483721,ProductX,Lost,2018-08-29
710359324,ProductX,Sold,2019-10-15
443396,ProductX,Lost,2019-12-16
687406,ProductX,Lost,2019-05-10
685846357,ProductX,Sold,2019-09-24
477752,ProductX,Lost,2019-05-15
282027443,ProductX,Lost,2018-09-03
452447,ProductX,Lost,2018-07-20
651803827,ProductX,Lost,2018-08-23
662466783,ProductX,Lost,2019-03-22
498973470,ProductX,Lost,2018-07-08
279191696,ProductX,Sold,2019-03-02
468448328,ProductX,Lost,2019-09-20
486948524,ProductX,Lost,2018-05-10
795106,ProductX,Lost,2018-04-01
79220121,ProductX,Lost,2018-09-28
97083935,ProductX,Sold,2018-07-02
174458969,ProductX,Lost,2019-01-09
572280544,ProductX,Sold,2019-10-12
135181175,ProductX,Lost,2019-08-05
478611,ProductX,Lost,2019-08-16
791845,ProductX,Lost,2018-06-20
315033994,ProductX,Sold,2019-08-09
701214645,ProductX,Sold,2019-12-09
641166820,ProductX,Sold,2018-02-14
768964,ProductX,Lost,2019-11-25
306390688,ProductX,Lost,2018-05-02
754409,ProductX,Lost,2019-06-17
559327179,ProductX,Lost,2019-02-24
451532,ProductX,Lost,2019-01-05
601068663,ProductX,Sold,2019-10-10
425219165,ProductX,Lost,2018-10-24
706500108,ProductX,Sold,2018-11-06
703958,ProductX,Sold,2019-04-01
462187233,ProductX,Lost,2019-08-13
43052885,ProductX,Lost,2018-08-20
741574,ProductX,Lost,2018-09-12
557618491,ProductX,Lost,2018-10-19
523428605,ProductX,Lost,2018-01-23
537003414,ProductX,Lost,2019-09-06
683867070,ProductX,Sold,2019-03-13
601215877,ProductX,Sold,2019-10-29
679301238,ProductX,Sold,2019-01-01
565432,ProductX,Lost,2019-12-26
160978576,ProductX,Lost,2019-10-29
811566,ProductX,Lost,2018-08-16
624222053,ProductX,Sold,2018-02-07
595993767,ProductX,Lost,2018-04-15
568172480,ProductX,Lost,2018-03-19
655166618,ProductX,Lost,2018-09-02
681585050,ProductX,Sold,2019-05-01
579431746,ProductX,Sold,2019-03-11
376564468,ProductX,Lost,2018-07-22
39136070,ProductX,Lost,2018-06-30
539542056,ProductX,Lost,2018-09-11
818122,ProductX,Lost,2018-04-21
507999,ProductX,Lost,2019-10-19
534784441,ProductX,Sold,2018-10-08
801512,ProductX,Lost,2019-06-13
539456255,ProductX,Sold,2018-10-01
441618,ProductX,Lost,2018-09-06
430885327,ProductX,Lost,2019-09-13
816423,ProductX,Sold,2018-02-13
305289852,ProductX,Lost,2019-02-21
438424,ProductX,Lost,2019-12-02
281868512,ProductX,Lost,2018-12-23
810755,ProductX,Lost,2018-05-23
480011221,ProductX,Lost,2018-04-15
777921,ProductX,Lost,2019-08-14
700428,ProductX,Lost,2019-01-14
551049,ProductX,Lost,2018-12-30
687409375,ProductX,Sold,2018-05-22
491837109,ProductX,Lost,2019-02-23
502694,ProductX,Lost,2019-01-19
698166458,ProductX,Lost,2018-05-20
123007204,ProductX,Lost,2019-09-20
614261696,ProductX,Sold,2019-11-25
682109224,ProductX,Lost,2018-03-02
499541,ProductX,Lost,2019-02-13
226976240,ProductX,Sold,2018-09-05
602851421,ProductX,Lost,2018-08-10
783469,ProductX,Lost,2019-02-03
598879565,ProductX,Lost,2018-12-18
412265568,ProductX,Lost,2019-07-23
632349,ProductX,Lost,2019-06-28
802677,ProductX,Lost,2018-06-16
654562395,ProductX,Lost,2018-12-18
342490866,ProductX,Lost,2019-10-12
653880311,ProductX,Sold,2018-02-12
639067,ProductX,Lost,2019-02-22
577648952,ProductX,Sold,2018-10-05
614333721,ProductX,Lost,2019-04-16
785542,ProductX,Lost,2018-04-02
692097208,ProductX,Sold,2019-07-10
769729,ProductX,Lost,2019-04-29
610587607,ProductX,Lost,2018-08-14
552084,ProductX,Lost,2018-01-20
560498840,ProductX,Lost,2019-02-21
205444350,ProductX,Lost,2019-06-12
75520876,ProductX,Lost,2018-03-26
312205234,ProductX,Lost,2018-04-12
621423093,ProductX,Sold,2018-09-20
428915346,ProductX,Lost,2018-06-15
193271209,ProductX,Sold,2018-10-13
57234008,ProductX,Lost,2019-01-29
704929,ProductX,Lost,2019-07-31
650278292,ProductX,Sold,2018-09-06
753860,ProductX,Lost,2018-01-08
729136,ProductX,Lost,2018-05-28
272078332,ProductX,Sold,2019-12-04
541501,ProductX,Lost,2018-07-30
689305377,ProductX,Sold,2019-09-10
301844333,ProductX,Lost,2019-04-29
650278066,ProductX,Sold,2018-08-07
573268,ProductX,Sold,2019-02-22
403772313,ProductX,Lost,2019-02-24
465117,ProductX,Sold,2018-12-19
168007991,ProductX,Lost,2019-09-20
96385757,ProductX,Lost,2019-12-09
130705001,ProductX,Lost,2019-03-15
387352581,ProductX,Sold,2018-09-04
575245926,ProductX,Sold,2019-04-02
394119125,ProductX,Lost,2018-03-08
686697793,ProductX,Sold,2019-08-16
667048,ProductX,Lost,2018-01-13
780850,ProductX,Sold,2019-01-22
512324474,ProductX,Lost,2018-10-10
687237766,ProductX,Lost,2019-03-02
333115599,ProductX,Lost,2018-06-19
395379321,ProductX,Lost,2019-04-01
674882614,ProductX,Lost,2019-06-27
561876329,ProductX,Lost,2019-05-03
615667706,ProductX,Lost,2018-07-03
675253967,ProductX,Lost,2019-06-03
273630098,ProductX,Lost,2018-09-12
546357936,ProductX,Lost,2019-09-18
450851122,ProductX,Lost,2019-02-14
664891,ProductX,Lost,2019-07-05
6908097,ProductX,Lost,2019-05-11
483604390,ProductX,Sold,2019-09-08
537918,ProductX,Lost,2019-01-25
604792,ProductX,Lost,2018-02-28
666654055,ProductX,Lost,2019-08-24
727646,ProductX,Lost,2018-05-30
95596965,ProductX,Lost,2018-07-22
518297,ProductX,Lost,2018-12-26
509722171,ProductX,Sold,2019-04-14
613114,ProductX,Sold,2018-11-18
636444851,ProductX,Lost,2019-05-03
621547921,ProductX,Lost,2018-02-03
555745401,ProductX,Sold,2019-01-26
686977,ProductX,Lost,2018-09-24
459094738,ProductX,Sold,2019-01-11
243599242,ProductX,Lost,2018-07-03
630446941,ProductX,Lost,2019-08-23
566675,ProductX,Lost,2018-03-24
806439,ProductX,Lost,2018-09-10
616007358,ProductX,Lost,2018-05-04
225710547,ProductX,Lost,2018-12-11
730954,ProductX,Lost,2019-08-12
725556,ProductX,Lost,2019-09-05
454445,ProductX,Lost,2018-08-29
636051910,ProductX,Lost,2019-04-28
671272031,ProductX,Lost,2018-06-27
551537367,ProductX,Lost,2019-03-19
685689333,ProductX,Lost,2019-05-24
387577427,ProductX,Lost,2019-10-29
484343,ProductX,Lost,2018-08-25
557048528,ProductX,Lost,2018-08-25
768487,ProductX,Lost,2018-11-18
619772412,ProductX,Lost,2019-10-24
477255,ProductX,Lost,2019-04-09
341724345,ProductX,Lost,2019-01-10
660174745,ProductX,Lost,2019-06-18
448214,ProductX,Lost,2019-02-25
695924574,ProductX,Lost,2019-02-01
841102,ProductX,Lost,2019-01-09
584920311,ProductX,Lost,2018-06-11
562627769,ProductX,Lost,2018-12-30
642668,ProductX,Lost,2018-05-03
499501,ProductX,Lost,2019-04-22
289421079,ProductX,Lost,2019-03-27
205509504,ProductX,Lost,2018-04-15
478799914,ProductX,Sold,2018-12-26
607773513,ProductX,Sold,2019-08-18
571771237,ProductX,Lost,2018-09-26
812288,ProductX,Sold,2018-12-20
215716212,ProductX,Lost,2019-02-05
455562126,ProductX,Lost,2019-11-15
637940454,ProductX,Lost,2019-09-24
425559909,ProductX,Lost,2019-06-12
638063206,ProductX,Lost,2018-10-03
549073,ProductX,Lost,2019-06-05
459852055,ProductX,Lost,2019-03-07
240161017,ProductX,Lost,2018-04-08
628429602,ProductX,Sold,2019-02-02
666818,ProductX,Lost,2018-01-30
664675266,ProductX,Sold,2019-06-23
605704561,ProductX,Lost,2018-09-10
711563781,ProductX,Sold,2019-06-23
283180360,ProductX,Lost,2018-03-21
656691344,ProductX,Sold,2018-05-27
75288581,ProductX,Lost,2019-06-08
654170,ProductX,Lost,2019-01-25
725059,ProductX,Lost,2019-06-29
499742318,ProductX,Lost,2019-05-08
666663226,ProductX,Lost,2018-11-03
289448270,ProductX,Lost,2018-06-06
421636839,ProductX,Lost,2019-02-02
